Vitesse,iter,PWM,Moteur état,état machine, flowing state, isFlowing, flowingChrono, stoppedChrono, Courant, etat wattmetre,Kp, capteur, rCapteur, timestamp, dérivée 1, dérivée 2
0.00,4286,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,678201,0.00,0.00
0.00,4287,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,678520,0.00,0.00
0.00,4288,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,678839,0.00,0.00
0.00,4289,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,679158,0.00,0.00
0.00,4290,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,679478,0.00,0.00
0.00,4291,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,679798,0.00,0.00
0.00,4292,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,680118,0.00,0.00
0.00,4293,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,680438,0.00,0.00
0.00,4294,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,680758,0.00,0.00
0.00,4295,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,681078,0.00,0.00
0.00,4296,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,681398,0.00,0.00
0.00,4297,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,681718,0.00,0.00
0.00,4298,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,682038,0.00,0.00
0.00,4299,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,682358,0.00,0.00
0.00,4300,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,682678,0.00,0.00
0.00,4301,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,682998,0.00,0.00
0.00,4302,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,683318,0.00,0.00
0.00,4303,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,683638,0.00,0.00
0.00,4304,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,683959,0.00,0.00
0.00,4305,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,684280,0.00,0.00
0.00,4306,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,684601,0.00,0.00
0.00,4307,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,684922,0.00,0.00
0.00,4308,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,685243,0.00,0.00
0.00,4309,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,685564,0.00,0.00
0.00,4310,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,685885,0.00,0.00
0.00,4311,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,686206,0.00,0.00
0.00,4312,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,686527,0.00,0.00
0.00,4313,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,686848,0.00,0.00
0.00,4314,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,687169,0.00,0.00
0.00,4315,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,687490,0.00,0.00
0.00,4316,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,687811,0.00,0.00
0.00,4317,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,688132,0.00,0.00
0.00,4318,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,688454,0.00,0.00
0.00,4319,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,688776,0.00,0.00
0.00,4320,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,689098,0.00,0.00
0.00,4321,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,689420,0.00,0.00
0.00,4322,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,689742,0.00,0.00
0.00,4323,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,690064,0.00,0.00
0.00,4324,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,690386,0.00,0.00
0.00,4325,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,690708,0.00,0.00
0.00,4326,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,691030,0.00,0.00
0.00,4327,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,691352,0.00,0.00
0.00,4328,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,691674,0.00,0.00
0.00,4329,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,691996,0.00,0.00
0.00,4330,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,692318,0.00,0.00
0.00,4331,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,692640,0.00,0.00
0.00,4332,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,692963,0.00,0.00
0.00,4333,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,693286,0.00,0.00
0.00,4334,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,693609,0.00,0.00
0.00,4335,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,693932,0.00,0.00
0.00,4336,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,694255,0.00,0.00
0.00,4337,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,694578,0.00,0.00
0.00,4338,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,694901,0.00,0.00
0.00,4339,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,695224,0.00,0.00
0.00,4340,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,695547,0.00,0.00
0.00,4341,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,695870,0.00,0.00
0.00,4342,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,696193,0.00,0.00
0.00,4343,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,696516,0.00,0.00
0.00,4344,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,696839,0.00,0.00
0.00,4345,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,697162,0.00,0.00
0.00,4346,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,697486,0.00,0.00
0.00,4347,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,697810,0.00,0.00
0.00,4348,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,698134,0.00,0.00
0.00,4349,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,698458,0.00,0.00
0.00,4350,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,698782,0.00,0.00
0.00,4351,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,699106,0.00,0.00
0.00,4352,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,699430,0.00,0.00
0.00,4353,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,699754,0.00,0.00
0.00,4354,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,700078,0.00,0.00
0.00,4355,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,700402,0.00,0.00
0.00,4356,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,700726,0.00,0.00
0.00,4357,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,701050,0.00,0.00
0.00,4358,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,701374,0.00,0.00
0.00,4359,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,701698,0.00,0.00
0.00,4360,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,702023,0.00,0.00
0.00,4361,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,702348,0.00,0.00
0.00,4362,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,702673,0.00,0.00
0.00,4363,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,702998,0.00,0.00
0.00,4364,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,703323,0.00,0.00
0.00,4365,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,703648,0.00,0.00
0.00,4366,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,703973,0.00,0.00
0.00,4367,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,704298,0.00,0.00
0.00,4368,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,704623,0.00,0.00
0.00,4369,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,704948,0.00,0.00
0.00,4370,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,705273,0.00,0.00
0.00,4371,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,705598,0.00,0.00
0.00,4372,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,705923,0.00,0.00
0.00,4373,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,706248,0.00,0.00
0.00,4374,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,706573,0.00,0.00
0.00,4375,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,706899,0.00,0.00
0.00,4376,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,707225,0.00,0.00
0.00,4377,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,707551,0.00,0.00
0.00,4378,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,707877,0.00,0.00
0.00,4379,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,708203,0.00,0.00
0.00,4380,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,708529,0.00,0.00
0.00,4381,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,708855,0.00,0.00
0.00,4382,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,709181,0.00,0.00
0.00,4383,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,709507,0.00,0.00
0.00,4384,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,709833,0.00,0.00
0.00,4385,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,710159,0.00,0.00
0.00,4386,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,710485,0.00,0.00
0.00,4387,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,710811,0.00,0.00
0.00,4388,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,711137,0.00,0.00
0.00,4389,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,711464,0.00,0.00
0.00,4390,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,711791,0.00,0.00
0.00,4391,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,712118,0.00,0.00
0.00,4392,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,712445,0.00,0.00
0.00,4393,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,712772,0.00,0.00
0.00,4394,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,713099,0.00,0.00
0.00,4395,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,713426,0.00,0.00
0.00,4396,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,713753,0.00,0.00
0.00,4397,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,714080,0.00,0.00
0.00,4398,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,714407,0.00,0.00
0.00,4399,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,714734,0.00,0.00
0.00,4400,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,715061,0.00,0.00
0.00,4401,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,715388,0.00,0.00
0.00,4402,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,715715,0.00,0.00
0.00,4403,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,716043,0.00,0.00
0.00,4404,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,716371,0.00,0.00
0.00,4405,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,716699,0.00,0.00
0.00,4406,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,717027,0.00,0.00
0.00,4407,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,717355,0.00,0.00
0.00,4408,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,717683,0.00,0.00
0.00,4409,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,718011,0.00,0.00
0.00,4410,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,718339,0.00,0.00
0.00,4411,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,718667,0.00,0.00
0.00,4412,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,718995,0.00,0.00
0.00,4413,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,719323,0.00,0.00
0.00,4414,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,719651,0.00,0.00
0.00,4415,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,719979,0.00,0.00
0.00,4416,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,720307,0.00,0.00
0.00,4417,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,720636,0.00,0.00
0.00,4418,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,720965,0.00,0.00
0.00,4419,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,721294,0.00,0.00
0.00,4420,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,721623,0.00,0.00
0.00,4421,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,721952,0.00,0.00
0.00,4422,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,722281,0.00,0.00
0.00,4423,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,722610,0.00,0.00
0.00,4424,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,722939,0.00,0.00
0.00,4425,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,723268,0.00,0.00
0.00,4426,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,723597,0.00,0.00
0.00,4427,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,723926,0.00,0.00
0.00,4428,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,724255,0.00,0.00
0.00,4429,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,724584,0.00,0.00
0.00,4430,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,724913,0.00,0.00
0.00,4431,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,725243,0.00,0.00
0.00,4432,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,725573,0.00,0.00
0.00,4433,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,725903,0.00,0.00
0.00,4434,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,726233,0.00,0.00
0.00,4435,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,726563,0.00,0.00
0.00,4436,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,726893,0.00,0.00
0.00,4437,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,727223,0.00,0.00
0.00,4438,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,727553,0.00,0.00
0.00,4439,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,727883,0.00,0.00
0.00,4440,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,728213,0.00,0.00
0.00,4441,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,728543,0.00,0.00
0.00,4442,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,728873,0.00,0.00
0.00,4443,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,729203,0.00,0.00
0.00,4444,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,729533,0.00,0.00
0.00,4445,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,729864,0.00,0.00
0.00,4446,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,730195,0.00,0.00
0.00,4447,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,730526,0.00,0.00
0.00,4448,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,730857,0.00,0.00
0.00,4449,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,731188,0.00,0.00
0.00,4450,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,731519,0.00,0.00
0.00,4451,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,731850,0.00,0.00
0.00,4452,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,732181,0.00,0.00
0.00,4453,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,732512,0.00,0.00
0.00,4454,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,732843,0.00,0.00
0.00,4455,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,733174,0.00,0.00
0.00,4456,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,733505,0.00,0.00
0.00,4457,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,733836,0.00,0.00
0.00,4458,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,734167,0.00,0.00
0.00,4459,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,734499,0.00,0.00
0.00,4460,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,734831,0.00,0.00
0.00,4461,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,735163,0.00,0.00
0.00,4462,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,735495,0.00,0.00
0.00,4463,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,735827,0.00,0.00
0.00,4464,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,736159,0.00,0.00
0.00,4465,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,736491,0.00,0.00
0.00,4466,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,736823,0.00,0.00
0.00,4467,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,737155,0.00,0.00
0.00,4468,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,737487,0.00,0.00
0.00,4469,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,737819,0.00,0.00
0.00,4470,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,738151,0.00,0.00
0.00,4471,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,738483,0.00,0.00
0.00,4472,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,738815,0.00,0.00
0.00,4473,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,739147,0.00,0.00
0.00,4474,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,739480,0.00,0.00
0.00,4475,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,739813,0.00,0.00
0.00,4476,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,740146,0.00,0.00
0.00,4477,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,740479,0.00,0.00
0.00,4478,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,740812,0.00,0.00
0.00,4479,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,741145,0.00,0.00
0.00,4480,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,741478,0.00,0.00
0.00,4481,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,741811,0.00,0.00
0.00,4482,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,742144,0.00,0.00
0.00,4483,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,742477,0.00,0.00
0.00,4484,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,742810,0.00,0.00
0.00,4485,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,743143,0.00,0.00
0.00,4486,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,743476,0.00,0.00
0.00,4487,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,743809,0.00,0.00
0.00,4488,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,744143,0.00,0.00
0.00,4489,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,744477,0.00,0.00
0.00,4490,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,744811,0.00,0.00
0.00,4491,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,745145,0.00,0.00
0.00,4492,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,745479,0.00,0.00
0.00,4493,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,745813,0.00,0.00
0.00,4494,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,746147,0.00,0.00
0.00,4495,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,746481,0.00,0.00
0.00,4496,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,746815,0.00,0.00
0.00,4497,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,747149,0.00,0.00
0.00,4498,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,747483,0.00,0.00
0.00,4499,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,747817,0.00,0.00
0.00,4500,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,748151,0.00,0.00
0.00,4501,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,748485,0.00,0.00
0.00,4502,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,748820,0.00,0.00
0.00,4503,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,749155,0.00,0.00
0.00,4504,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,749490,0.00,0.00
0.00,4505,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,749825,0.00,0.00
0.00,4506,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,750160,0.00,0.00
0.00,4507,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,750495,0.00,0.00
0.00,4508,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,750830,0.00,0.00
0.00,4509,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,751165,0.00,0.00
0.00,4510,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,751500,0.00,0.00
0.00,4511,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,751835,0.00,0.00
0.00,4512,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,752170,0.00,0.00
0.00,4513,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,752505,0.00,0.00
0.00,4514,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,752840,0.00,0.00
0.00,4515,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,753175,0.00,0.00
0.00,4516,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,753511,0.00,0.00
0.00,4517,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,753847,0.00,0.00
0.00,4518,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,754183,0.00,0.00
0.00,4519,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,754519,0.00,0.00
0.00,4520,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,754855,0.00,0.00
0.00,4521,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,755191,0.00,0.00
0.00,4522,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,755527,0.00,0.00
0.00,4523,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,755863,0.00,0.00
0.00,4524,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,756199,0.00,0.00
0.00,4525,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,756535,0.00,0.00
0.00,4526,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,756871,0.00,0.00
0.00,4527,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,757207,0.00,0.00
0.00,4528,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,757543,0.00,0.00
0.00,4529,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,757879,0.00,0.00
0.00,4530,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,758216,0.00,0.00
0.00,4531,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,758553,0.00,0.00
0.00,4532,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,758890,0.00,0.00
0.00,4533,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,759227,0.00,0.00
0.00,4534,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,759564,0.00,0.00
0.00,4535,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,759901,0.00,0.00
0.00,4536,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,760238,0.00,0.00
0.00,4537,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,760575,0.00,0.00
0.00,4538,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,760912,0.00,0.00
0.00,4539,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,761249,0.00,0.00
0.00,4540,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,761586,0.00,0.00
0.00,4541,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,761923,0.00,0.00
0.00,4542,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,762260,0.00,0.00
0.00,4543,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,762597,0.00,0.00
0.00,4544,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,762935,0.00,0.00
0.00,4545,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,763273,0.00,0.00
0.00,4546,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,763611,0.00,0.00
0.00,4547,0.00,0,0,0,0,0,0, 0.00,1,1.00,0.00,0.00,763949,0.00,0.00
