,0,1,2,3
0,0.0,10.0,100.0,0.11391682177782059
1,0.0,10.0,100.0,0.13092079758644104
2,0.0,10.0,100.0,0.16954833269119263
3,0.0,10.0,100.0,0.16954833269119263
4,0.0,10.0,100.0,0.17141582071781158
5,0.0,10.0,100.0,0.13219855725765228
6,0.0,10.0,100.0,0.011892955750226974
7,0.0,10.0,100.0,0.011892955750226974
8,0.0,10.0,100.0,-0.10801949352025986
9,0.0,10.0,100.0,-0.19274450838565826
10,0.0,10.0,100.0,-0.19274450838565826
11,0.0,10.0,100.0,-0.2117142677307129
12,0.0,10.0,100.0,-0.2222311794757843
13,0.0,10.0,100.0,-0.213286891579628
14,0.0,10.0,100.0,-0.16964662075042725
15,0.0,10.0,100.0,-0.20581693947315216
16,0.0,10.0,100.0,-0.27530717849731445
17,0.0,10.0,100.0,-0.27530717849731445
18,0.0,10.0,100.0,-0.3539382815361023
19,0.0,10.0,100.0,-0.4132064878940582
20,0.0,10.0,100.0,-0.38145917654037476
21,0.0,10.0,100.0,-0.38145917654037476
22,0.0,10.0,100.0,-0.31806284189224243
23,0.0,10.0,100.0,-0.2708841860294342
24,0.0,10.0,100.0,-0.2708841860294342
25,0.0,10.0,100.0,-0.28061479330062866
26,0.0,10.0,100.0,-0.32700714468955994
27,0.0,10.0,100.0,-0.31766968965530396
28,0.0,10.0,100.0,-0.22576957941055298
29,0.0,10.0,100.0,-0.22576957941055298
30,0.0,10.0,100.0,-0.10713489353656769
31,0.0,10.0,100.0,-0.006487066857516766
32,0.0,10.0,100.0,0.09563509374856949
33,0.0,10.0,100.0,0.09563509374856949
34,0.0,10.0,100.0,0.09563509374856949
35,0.0,10.0,100.0,0.13917706906795502
36,0.0,10.0,100.0,0.13347631692886353
37,0.0,10.0,100.0,0.13347631692886353
38,0.0,10.0,100.0,0.0648706704378128
39,0.0,10.0,100.0,-0.009632310830056667
40,0.0,10.0,100.0,-0.0006880222354084253
41,0.0,10.0,100.0,0.05140509083867073
42,0.0,10.0,100.0,0.11509629338979721
43,0.0,10.0,100.0,0.11263906955718994
44,0.0,10.0,100.0,0.08747711032629013
45,0.0,10.0,100.0,0.10212215781211853
46,0.0,10.0,100.0,0.10212215781211853
47,0.0,10.0,100.0,0.1250234693288803
48,0.0,10.0,100.0,0.14674530923366547
49,0.0,10.0,100.0,0.14674530923366547
50,0.0,10.0,100.0,0.14674530923366547
51,0.0,10.0,100.0,0.1265960931777954
52,0.0,10.0,100.0,0.08423358201980591
53,0.0,10.0,100.0,0.04069159924983978
54,0.0,10.0,100.0,0.04069159924983978
55,0.0,10.0,100.0,-0.028995223343372345
56,0.0,10.0,100.0,-0.028995223343372345
57,0.0,10.0,100.0,-0.07263548672199249
58,0.0,10.0,100.0,-0.11529286950826645
59,0.0,10.0,100.0,-0.11529286950826645
60,0.0,10.0,100.0,-0.11411339789628983
61,0.0,10.0,100.0,-0.0768619105219841
62,0.0,10.0,100.0,-0.06300317496061325
63,0.0,10.0,100.0,-0.06300317496061325
64,0.0,10.0,100.0,-0.07951571047306061
65,0.0,10.0,100.0,-0.09239155799150467
66,0.0,10.0,100.0,-0.0768619105219841
67,0.0,10.0,100.0,-0.0768619105219841
68,0.0,10.0,100.0,-0.0590716227889061
69,0.0,10.0,100.0,-0.044721443206071854
70,0.0,10.0,100.0,-0.044721443206071854
71,0.0,10.0,100.0,-0.03194388747215271
72,0.0,10.0,100.0,0.004029844421893358
